"This sheet contains items that were originally from ItemsOfInterest and were going to be part of the corpus, but turned out to be duplicates, incorrect, weird, confusing, or we couldn't get the items themselves.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catalogued (audio file is on musiclabnas already),"documentation (liner notes, images, etc, on musiclabnas)",who,HARVARD .WAV,OTHER .WAV,HARVARD CD,OTHER CD,DIRECT STREAM,MULTIPLE SONGS ON SAME TRACK,ERROR (duplicate or misspelling),LP,ONLY OPTION IS FOR HARVARD TO DIGITIZE IT,REQUESTED THRU ILL,,,,,judy_notes,judy_url (use this only if url_recode is no longer the right url),old_notes,filename,song_name,song_tracknum,source,url_recode,format (Harvard only),cost,notes,url_orig,source_first,widesample,deepsample,wideonly,deeponly,both,comments,type,family_name,language,dialect,level,culture listed?,culture,culture standardized,region,clade,family_code,prev_glottocode1,prev_glottocode2,prev_agree,pre_common_subfamily,pre_common_family,iso,type_secondary,unpublished,collector_name,collector_affil,collector_email,song_reason,song_label,song_info,song_lyrics,song_morenotes,audible_singer,easyhear,access,morenotes,ts,annotator
0,0,JSL,0,0,0,0,0,0,1,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,"repeat: included in ""Military Society: Hatuxka Lance Society / Wolf War Raid / Military Society: Horse Society / Story of the Wolf and the Scalped Man (medley)""",NHS2-1082.wav,Story Of The Wolf And The Scalped Man,"Band 5, d",Folkways track download,https://folkways.si.edu/mark-evarts/military-society-hatuxka-lance-society/wolf-war-raid/military-society-horse-society/story-of-the-wolf-and-the-scalped-man-medley/american-indian/music/track/smithsonian,,$0.99,repeat,https://folkways.si.edu/mark-evarts/military-society-hatuxka-lance-society/wolf-war-raid/military-society-horse-society/story-of-the-wolf-and-the-scalped-man-medley/american-indian/music/track/smithsonian,Smithsonian Folkways,1,0,1,0,0,,Story,#REF!,pawn1254,,#REF!,,Pawnee/ Skidi,Pawnee,Plains and Plateau,,#REF!,pawn1254,pawn1254,yes,yes,yes,paw,No secondary function,No,,,,The song is identified as such in its title or label,"Story//SMITHSONIAN FOLKWAYS MUSIC OF THE PAWNEE, LINER NOTES PG 11 BAND 5, D//","A coyote or wolf story told only in the Winter.The incidents refer to the ""trickster"" character of the wolf//SMITHSONIAN FOLKWAYS MUSIC OF THE PAWNEE, LINER NOTES PG 11 BAND 5, D//","someone is probably in there, here they, willows, are not quite touching • (the bank), He is to bring water for me (the unseen being says)//SMITHSONIAN FOLKWAYS MUSIC OF THE PAWNEE, LINER NOTES PG 11 BAND 5, D//",,Yes,4,Yes,A Pawnee sang this song but there is no indication if it is technically a field recording,12/31/2018 22:35:29,SAS
0,0,JSL,0,0,0,0,0,0,1,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,repeat,NHS2-1196.wav,Verses from the Draumkvedet - The Vision of Heaven and Hell,"Disc 1, Track 14",Folkways track download,https://folkways.si.edu/gudrun-grave-norlund/verses-from-the-draumkvedet-the-vision-of-heaven-and-hell/world/music/track/smithsonian,,$0.99,,https://folkways.si.edu/gudrun-grave-norlund/verses-from-the-draumkvedet-the-vision-of-heaven-and-hell/world/music/track/smithsonian,Smithsonian Folkways,0,1,0,1,0,,Story,#REF!,norw1258,,#REF!,,Norwegian,Norwegian,Scandinavia,germ1287,#REF!,norw1258,norw1258,yes,yes,yes,nor,Dance,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,NA,"A large number of the Kjempevise-melodier or ancient heroic ballads have been preserved in the Province of Telemark. The most famous of them all is the so-called Draumkvedet -- the Vision of Heaven and Hell --which dates back to the 12th Century. It describes the legendary dream of a man who slept from Christmas Eve to Epiphany and the visions he wit-nessed of souls in purgatory. Most of these old ballads are in the nature of dance songs in which the leader of the group renders the narrative while others join in the refrain. //SMITHSONIAN FOLKWAYS, Songs and Dances of Norway, CATALOG NUMBER FW04008_207//",,Yes,6,Yes,,3/1/19 21:27,PWC
0,0,JSL,0,0,0,0,0,0,1,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,Same track as NHS-1324,NHS2-1325.wav,Sangel sa wata Babae,213,Folkways track download,https://folkways.si.edu/magindanaon-lullaby/sangel-sa-wata-babae/world/music/track/smithsonian,,$0.99,,http://www.folkways.si.edu/TrackDetails.aspx?itemid=23782,Global Jukebox,0,1,0,1,0,,Lullaby,#REF!,magu1243,,#REF!,,Maguindanao,Maguindanao,Southeast Asia,,#REF!,magu1243,magu1243,yes,yes,yes,mdh,No secondary function,No,,,,The song is identified as such in its title or label,Lullaby // GLOBAL JUKEBOX CODING ID 1560 //,NA,NA,,Yes,5,Yes,,6/20/2018 0:33:32,JCS
0,0,JSL,0,0,0,0,0,0,1,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,repeat of NHS2-0450,NHS2-1607.wav,cora- harvest chant,disk 1 track 13,Folkways track download,https://folkways.si.edu/cora-shaman-with-mitote/cora-harvest-chant/american-indian-world/music/track/smithsonian,,$0.99,,https://folkways.si.edu/cora-shaman-with-mitote/cora-harvest-chant/american-indian-world/music/track/smithsonian,Smithsonian Folkways,0,1,0,1,0,,Work,#REF!,elna1235,,#REF!,,cora not found on EHARF,Cora,Southwest and Basin,,#REF!,cora1260,cora1260,yes,yes,yes,,No secondary function,No,,,,The song is identified as such in its title or label,"Cora - Harvest Chant //CATALOG NUMBER FW04413_206 IN SMITHSONIAN FOLKWAYS, RELEVANT TEXT IS IN THE TITLE FIELD//",NA,NA,search bar --> cora --> indian music of mexico,Yes,6,Yes,,11/23/2018 21:02:26,BSG
0,0,JSL,0,0,0,0,0,0,1,0,0,,,,,,NO VOCALS; DELETE,DELETE,all speech,NHS2-1615.wav,Grand Canyon Creation Story,"Disk 1, Track 10",Folkways track download,https://folkways.si.edu/phyllis-yoyetewa-kachinhongva-hopi/grand-canyon-creation-story/american-folk-american-indian-science-nature/track/smithsonian,,$0.99,,https://folkways.si.edu/phyllis-yoyetewa-kachinhongva-hopi/grand-canyon-creation-story/american-folk-american-indian-science-nature/track/smithsonian,Smithsonian Folkways,1,1,0,0,1,Uto,Story,#REF!,hopi1249,,#REF!,,Hopi found on eHARF,Hopi,Southwest and Basin,,#REF!,hopi1249,hopi1249,yes,yes,yes,hop,No secondary function,No,,,,The song is identified as such in its title or label,"Grand Canyon Creation Story //CATALOG NUMBER SFW40167_110 IN SMITHSONIAN FOLKWAYS, RELEVANT TEXT IS IN THE TITLE FIELD//",NA,NA,,Yes,6,Yes,,12/28/2018 17:52:49,BSG
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,"something up with Folkways album - the song that matches the description and audio at GJ is Mansa (Funeral Song). The track ""Four lullabies"" sounds wrong and does not fit the description in the liner notes or GJ. This seems like correct song: https://folkways.si.edu/mansa-funeral-song/world/music/track/smithsonian (SM: I remember this from NHS1, is this track not tagged properly as a duplicate of an NHS1 song?)",NHS2-1649.wav,Lullabies,NA,Folkways track download,http://www.folkways.si.edu/TrackDetails.aspx?itemid=14205,,$0.99,this is the same song as below (listed twice on GJ),https://theglobaljukebox.org/?share=Fut-T5624R03,Global Jukebox,0,1,0,1,0,,Lullaby,#REF!,bafu1246,,#REF!,,Fut,Fut,Western Africa,bant1294,#REF!,bafu1246,bafu1246,yes,yes,yes,bfd,No secondary function,No,,,,The song is identified as such in its title or label,"Lullaby //CODING ID 420 IN GLOBAL JUKEBOX, AUDIO FILE ID 5624R03, RELEVANT TEXT IS IN THE GENRE FIELD//","Lullaby; the mother's hand slapping against the baby is audible //CODING ID 420 IN GLOBAL JUKEBOX, AUDIO FILE ID 5624R03, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,6,Yes,,5/3/18 11:29,JMI
0,0,JSL,0,0,0,0,0,0,1,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,repeat of NHS2-1649,NHS2-1650.wav,Lullabies,NA,Folkways track download,http://www.folkways.si.edu/TrackDetails.aspx?itemid=14205,,$0.99,,http://media.theglobaljukebox.org/audio/T5624R04.mp3,Global Jukebox,0,1,0,1,0,the description says it's a funeral song,Lullaby,#REF!,bafu1246,,#REF!,,Fut,Fut,Western Africa,bant1294,#REF!,bafu1246,bafu1246,yes,yes,yes,bfd,No secondary function,No,,,,The song is identified as such in its title or label,"Lullaby//GLOBAL JUKEBOX CODING ID 2565/AUDIO FILE ID T5624R04, RELEVANT TEXT IS IN THE GENRE FIELD//","Lullaby; the mother's hand slapping against the baby is audible//GLOBAL JUKEBOX CODING ID 2565/AUDIO FILE ID T5624R04, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,6,Yes,,9/5/18 3:13,JMI
0,0,JSL,0,0,0,0,0,0,1,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,repeat 0741,NHS2-0749.wav,Spanish Children's Song #1 (Performed by Juan Ramirez) -- Todos Santos Chuchumatanes,Track 10,Folkways track download,https://folkways.si.edu/juan-ramirez/spanish-childrens-song/american-indian-latin-world/music/track/smithsonian,,$0.99,,http://gofile.me/3T2hs/OTs9uXZGx,None of these,0,1,0,1,0,,Play,#REF!,stan1288,,#REF!,,Mam Indians,Mam,Maya Area,ital1284,#REF!,stan1288,stan1288,yes,yes,yes,spa,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc), The lyrics made it clear to me what type of song this is","Spanish Children's Song #1 (Performed by Juan Ramirez) -- Todos Santos Chuchumatanes //TRACK 10 IN MUSIC OF GUATEMALA, RELEVANT TEXT IS IN THE TITLE//","Songs that he learned at school //TRACK 10 IN MUSIC OF GUATEMALA, RELEVANT TEXT IS IN THE ETHNOGRAPHIC TEXT//","""I would like to be a cat// To enter through your window.// Kitty-cat, kitty-cat of mine,// Catches mice in the corners."" //TRACK 10 IN MUSIC OF GUATEMALA, RELEVANT TEXT IS IN THE LYRICS//",,Yes,6,Yes,,6/11/18 13:48,NLR
0,0,JSL,0,0,0,0,0,0,1,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,repeat 0742,NHS2-0750.wav,Spanish Children's Song #2 (Performed By Juan Ramirez) -- Todos Santos Cuchumatanes,Track 11,Folkways track download,https://folkways.si.edu/juan-ramirez/spanish-childrens-song-2/american-indian-latin-world/music/track/smithsonian,,$0.99,,http://gofile.me/3T2hs/CRiHK35Ln,None of these,0,1,0,1,0,,Play,#REF!,stan1288,,#REF!,,Mam Indians,Mam,Maya Area,ital1284,#REF!,stan1288,stan1288,yes,yes,yes,spa,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc), The lyrics made it clear to me what type of song this is","Spanish Children's Song #2 (Performed By Juan Ramirez) -- Todos Santos Cuchumatanes //TRACK 11 IN MUSIC OF GUATEMALA, RELEVANT TEXT IS IN THE TITLE//","Songs that he learned in school //TRACK 11 IN MUSIC OF GUATEMALA, RELEVANT TEXT IS IN THE ETHNOGRAPHIC TEXT//","""Kitty-cat, kitty-cat, your mother says// That the food is on the table// Well tell Mammy that I shall not eat,// Since there is a party and to the dance I shall go."" //TRACK 11 IN MUSIC OF GUATEMALA, RELEVANT TEXT IS IN THE ETHNOGRAPHIC TEXT//",,Yes,6,Yes,,6/11/18 13:53,NLR
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,Duplicate of NHS2-0609,NHS2-0964.wav,Song of Deng Ushucalla,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5436R27m.mp3,,,"Not sure why column AO has ""--""",https://theglobaljukebox.org/?share=Shilluk-T5436R27m,Global Jukebox,,,0,0,0,repeat of above,Healing,#REF!,shil1265,,#REF!,,Shiluk,Shilluk,Northern Africa,,#REF!,shil1265,shil1265,yes,yes,yes,shk,No secondary function,No,,,,The song is identified as such in its title or label,Healing Song,Medicine Song,NA,,Yes,4,Yes,,4/7/18 18:51,RJW
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,Duplicate of NHS2-0457,NHS2-0979.wav,Son del Elote,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5405R11.mp3,,,,https://theglobaljukebox.org/?share=Wix%C3%A1ritari-T5405R11,Global Jukebox,0,1,0,1,0,,Dance,#REF!,huic1243,,#REF!,,Wixaritari,Huichol,Northern Mexico,,#REF!,huic1243,huic1243,yes,yes,yes,hch,No secondary function,No,,,,The song is identified as such in its title or label,"Dance song //CODING ID 2757 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//","The Wixáritari were among the last Central American indigenous groups to be conquered by the Spaniards in the 18th century. Many retired to the inaccessible mountains of Jalisco and have lived there ever since, rejecting missionaries and modern customs until the 1960's. //CODING ID 2757 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,4,Yes,,7/18/2018 18:42:59,LOT
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,Duplicate of NHS2-0463,NHS2-0980.wav,Magic Healer's Song,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5405R07.mp3,,,,https://theglobaljukebox.org/?share=Wix%C3%A1ritari-T5405R10,Global Jukebox,1,1,0,0,1,uto,Healing,#REF!,huic1243,,#REF!,,Wixaritari,Huichol,Northern Mexico,,#REF!,huic1243,huic1243,yes,yes,yes,hch,No secondary function,No,,,,The song is identified as such in its title or label,"Shaman song; healing song; magic song; responsorial song //CODING ID 2756 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//","antiphonal call and response; fast tempo; melodic line flips up to higher male register The Wixáritari were among the last Central American indigenous groups to be conquered by the Spaniards in the 18th century. Many retired to the inaccessible mountains of Jalisco and have lived there ever since, rejecting missionaries and modern customs until the 1960's. //CODING ID 2756 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,6,Yes,,7/18/2018 18:36:56,LOT
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,Duplicate of NHS2-0466,NHS2-0981.wav,"Cancion Para La Muchacha, Me Voy Para Durango",NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5405R01.mp3,,,,https://theglobaljukebox.org/?share=Wix%C3%A1ritari-T5405R01,Global Jukebox,1,1,0,0,1,uto,Love,#REF!,huic1243,,#REF!,,Huichol; Wixáritari,Huichol,Northern Mexico,,#REF!,huic1243,huic1243,yes,yes,yes,hch,Dance,No,NOTE: might be the same as cancion de casamiento,,,The song is identified as such in its title or label,Love song; courtship song; dance song //GLOBAL JUKEBOX CODING ID 154 INFO IN GENRE FIELD//,Song in Huichol; lyrics deal with a man who has set out on a journey to Durango to bring his wife-to-be a present; male soloist over small guitar; sound of dancing in background //GLOBAL JUKEBOX CODING ID 154 INFO IN DESCRIPTION FIELD//,NA,,Yes,4,Yes,,7/16/2018 19:54:41,LOT
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,duplicate of NHS2-1054,NHS2-1044.wav,Alavado,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5621R13m.mp3,,,duplicate,https://theglobaljukebox.org/?share=Afro-Colombian-T5621R13m,Global Jukebox,0,1,0,1,0,,Mourning,#REF!,stan1288,,#REF!,,Afro-Colombian,Afro-Colombian,Northwestern South America,ital1284,#REF!,stan1288,stan1288,yes,yes,yes,spa,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Genre: Funeral Song dirge// CODING ID 3887 GLOBAL JUKEBOX, GENRE SECTION","""Dirge...sung mostly at funeral wake""//CODING ID 3887 GLOBAL JUKEBOX, DESCRIPTION SECTION",NA,,Yes,6,Yes,,9/19/2018 15:21:33,NLC
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,Duplicate of NHS2-0458,NHS2-1616.wav,Marriage Song,no track number Lomax Source: T1738.B44,Global Jukebox,http://media.theglobaljukebox.org/audio/T5405R08.mp3,,,,https://theglobaljukebox.org/?share=Wix%C3%A1ritari-T5405R08,Global Jukebox,0,1,0,1,0,,Procession,#REF!,huic1243,,#REF!,,wixaritari; huichol; only huichol found on EHARF,Huichol,Southwest and Basin,,#REF!,huic1243,huic1243,yes,yes,yes,hch,Dance,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Marriage Song //CODING ID 2754 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE SONG TITLE FIELD//","Wedding song; dance song //CODING ID 2754 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE GENRE FIELD//",NA,,Yes,6,Yes,,11/23/2018 22:06:36,BSG
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,duplicate,NHS2-1363.wav,Mari Stoyane Soyane,"Side A, Cut 2",Harvard Library,,,,"Duplicate of above ""Mari Stoyane Stoyane""",https://theglobaljukebox.org/?share=Sofia%20District-T5462R68,"Global Jukebox, Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",0,1,0,1,0,,Procession,#REF!,bulg1262,,#REF!,,Bulgarian (Sofia District),Bulgarian,Southeastern Europe,balt1263,#REF!,bulg1262,bulg1262,yes,yes,yes,bul,Spring Song,No,,,,The song is identified as such in its title or label,"Ritual song; door to door singing; spring song// GLOBAL JUKEBOX, CODING ID: 358 //","Ritual song; sung the day before Palm Sunday, when girls dressed in plumed headgear go from house to house around the village to sing in the Spring and to bring luck// GLOBAL JUKEBOX, CODING ID: 358 //",NA,,Yes,6,Yes,,5/7/18 12:51,JCVL
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,NO VOCALS; DELETE,DELETE,"This is spoken, not a song",NHS2-1680.wav,Stories from Daily life,NA,Harvard Library,http://id.lib.harvard.edu/alma/990096102130203941/catalog,CD,,,http://gofile.me/3T2hs/RWrSsO9Ws,Loeb AWM,1,0,1,0,0,,Mourning,Basque,basq1248,,#REF!,,French Basques,Basque,Western Europe,,#REF!,basq1248,basq1248,yes,yes,yes,eus,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,“An old woman is mourning the death of a man who has just died” //AWM CD 12367 IN LOEB; INFO IN LINER NOTES//,NA,Multiple songs on this track; this one plays 01:33-01:52,Yes,5,Yes,,10/8/18 23:50,KVL
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,NO VOCALS; DELETE,DELETE,"This is spoken, not a song",NHS2-1684.wav,Traditional Narrative,NA,Harvard Library,http://id.lib.harvard.edu/alma/990096102130203941/catalog,CD,,,http://gofile.me/3T2hs/7oE3Mxhn9,Loeb AWM,1,0,1,0,0,,Story,Basque,basq1248,,#REF!,,French Basques,Basque,Western Europe,,#REF!,basq1248,basq1248,yes,yes,yes,eus,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"“While visiting a friendly king, King Solomon is asked about his family. Ashamed of having only three daughters, he resorts to a lie, pretending to have three sons. His host now asks the Jewish king to send him one of them. Much distressed. Solomon returns home, deciding to send him one of his daughters disguised as a man. In order to test his daughters courage, he dresses up as a robber and waits in ambush for each of them. The youngest passes the test well and is thus chosen to travel to the foreign court.” //AWM CD 12367 IN LOEB; INFO IN LINER NOTES//",NA,,Yes,5,Yes,,10/8/18 23:35,KVL
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,Duplicate of NHS2-0133,NHS2-1032.wav,Curing Song,NA,Harvard Library,"https://hollis.harvard.edu/primo-explore/fulldisplay?docid=01HVD_ALMA212021913390003941&context=L&vid=HVD2&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=books&query=any,contains,Columbia%20World%20Library%20of%20Folk%20&%20Primitive%20Music:%20Venezuela",LP,,,https://theglobaljukebox.org/?share=Pum%C3%A9-T5403R88m,Global Jukebox,,,0,0,0,repeat of above,Healing,Pume,pume1238,,#REF!,,Pumé,Pume,Northwestern South America,,#REF!,pume1238,pume1238,yes,yes,yes,yae,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Curing Song//GLOBAL JUKEBOX//,Shaman's curing song//GLOBAL JUKEBOX//,NA,//GLOBAL JUKEBOX//Coding ID: 152,Yes,6,Yes,NA,3/3/18 15:11,LAV
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,Duplicate of NHS2-0343,NHS2-0009.wav,Lullaby,NA,Unavailable,http://media.theglobaljukebox.org/audio/T5488R02.mp3,,,can't identify song to find alternative sources,http://media.theglobaljukebox.org/audio/T5488R02.mp3,"Global Jukebox, Smithsonian Folkways",,,0,0,0,repeat of above,Lullaby,#REF!,cent2142,,#REF!,,Aymara,Aymara,Amazon and Orinoco,,#REF!,ayma1253,aima1242,no,no,no,,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Lullaby //GLOBAL JUKEBOX CODING ID: 2867//,"Genre: Lullaby Description: Lullaby; lyrics: If your father is getting drunk he'll come and beat us up, so go to sleep my little girl, I'll cover you with my blanket, go to sleep //GLOBAL JUKEBOX CODING ID: 2867//",NA,Disc 1 / Track 17 (From Smithsonian Folkways),Yes,5,Yes,,2/23/2018 12:53:01,HLR
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,Duplicate of NHS2-1027,NHS2-0012.wav,Dancing song,NA,Unavailable,http://media.theglobaljukebox.org/audio/T5404R03m.mp3,,,,http://media.theglobaljukebox.org/audio/T5404R03m.mp3,Global Jukebox,,,0,0,0,repeat,Dance,#REF!,guah1255,,#REF!,,Guahibo,Guahibo,Amazon and Orinoco,,#REF!,guah1252,guah1255,no,unknown,yes,,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Song: Dancing song Genre: Dance song; men's song //GLOBAL JUKEBOX CODING ID: 1804//,Description: Dance song; men's song; sung in separated choirs which have staggered recitals of the litany idea //GLOBAL JUKEBOX CODING ID: 1804//,NA,,Yes,3,Yes,,7/2/18 11:34,HLR
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,Duplicate of NHS2-1028,NHS2-0013.wav,Healing Song,NA,Unavailable,http://media.theglobaljukebox.org/audio/T5404R01m.mp3,,,,http://media.theglobaljukebox.org/audio/T5404R01m.mp3,Global Jukebox,,,0,0,0,repeat of above,Healing,#REF!,guah1255,,#REF!,,Guahibo,Guahibo,Amazon and Orinoco,,#REF!,guah1252,guah1255,no,unknown,yes,,No secondary function,No,,,,The song is identified as such in its title or label,Song: Healing Song Genre: Healing song //GLOBAL JUKEBOX CODING ID: 1802//,Description: Healing Song; sung by older woman; recorded at El Totumo Farm //GLOBAL JUKEBOX CODING ID: 1802//,NA,,Yes,3,Yes,,7/2/18 11:27,HLR
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,repeat of 0065,NHS2-0064.wav,Sakausiq,Track 27,Unavailable,,,,,http://www.worldcat.org/title/songs-of-the-inuit-iglulik-canada/oclc/65196223,"WorldCat, Discogs",,,0,0,0,repeat of above,Healing,#REF!,east2534,,#REF!,,Inuit Iglulik,Inuit Iglulik,Arctic and Subarctic,,#REF!,west2618,inui1246,no,yes,yes,ikt,No secondary function,No,,,,The song is identified as such in its title or label,Curing Songs //LABEL FROM DISCOGS//,NA,NA,Track listing and info at discogs: https://www.discogs.com/Inuit-Inuit-Iglulik/release/1588002 NOTE: Worldcat album appears to be a re-released version of discogs album. New version's link chosen for album accessibility. Track listing is identical. Discog album/older version link on Worldcat: http://www.worldcat.org/title/inuit-iglulik-canada/oclc/725386988&referer=brief_results,,,No,,2/22/2018 14:23:23,CMB
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,Duplicate of NHS2-0481,NHS2-0482.wav,Funeral Song 3,NA,Unavailable,,,,"Global jukebox: ""no audio yet""",https://theglobaljukebox.org/?share=Totonac-T5405R63,Global Jukebox,1,0,1,0,0,,Mourning,#REF!,papa1238,,#REF!,,Totonac,Totonac,Central Mexico,,#REF!,papa1238,papa1238,yes,yes,yes,top,No secondary function,No,,,,The song is identified as such in its title or label,Funeral Song//CODING ID 3653 IN GLOBAL JUKEBOX//),NA,NA,,,,No,,2/7/18 13:45,JAY
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,Duplicate of NHS2-1295,NHS2-0762.wav,Curing Ceremony Song,NA,Unavailable,,,,,http://media.theglobaljukebox.org/audio/T5593R07.mp3,Global Jukebox,,,0,0,0,repeat of above,Healing,#REF!,eipo1242,,#REF!,,Eipo (not listed in HRAF),Eipo,Melanesia,,#REF!,eipo1242,eipo1242,yes,yes,yes,eip,No secondary function,No,,,,The song is identified as such in its title or label,"Healing song //CODING ID 9795 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,NA,"First link is the audio file, second is metadata: https://theglobaljukebox.org/?share=Eipo-T5593R07",Yes,6,Yes,,8/20/2018 2:36:57,PWC
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,Duplicate of NHS2-0771,NHS2-0770.wav,Tanua Dance,NA,Unavailable,,,,Duplicate to track below (Tanua Dance),http://media.theglobaljukebox.org/audio/T30205.mp3,Global Jukebox,,,0,0,0,repeat of above,Dance,#REF!,kara1486,,#REF!,,Kara(not listed in HRAF),Kara,Melanesia,,#REF!,kara1481,kara1486,no,no,no,reg,No secondary function,No,,,,The song is identified as such in its title or label,"Dance song; ceremonial song //CODING ID 30205 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,NA,"First link is the audio file, second is metadata https://theglobaljukebox.org/?share=Kara-T30205",Yes,6,Yes,,8/15/2018 15:46:08,PWC
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,Duplicate of NHS2-0778,NHS2-0777.wav,Village Dance Song,NA,Unavailable,,,,,http://media.theglobaljukebox.org/audio/T5431R12.mp3,Global Jukebox,,,0,0,0,repeat of above,Dance,#REF!,kuan1248,,#REF!,,Tolai (not listed in HRAF),Tolai,Melanesia,,#REF!,kuan1248,kuan1248,yes,yes,yes,ksd,No secondary function,No,,,,The song is identified as such in its title or label,"Dance song CODING ID 4252 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,NA,"First link is the audio file, second is metadata: https://theglobaljukebox.org/?share=Tolai-T5431R12",Yes,6,Yes,,8/15/2018 15:59:05,PWC
