catalogued (audio file is on musiclabnas already),"documentation (liner notes, images, etc, on musiclabnas)",who,HARVARD .WAV,OTHER .WAV,HARVARD CD,OTHER CD,DIRECT STREAM,MULTIPLE SONGS ON SAME TRACK,LP,REQUESTED THRU ILL,ONLY OPTION IS FOR HARVARD TO DIGITIZE IT,CAN'T FIND. ASK HARVARD LIBRARY,ASK HARVARD FOR HELP,GET CD WHEN LOEB REOPENS / WAIT FOR ILL CD OR LP / ASK FOR DIGITIZATION,TO DELETE,status,judy_notes,judy_url (use this only if url_recode is no longer the right url),old_notes,filename,song_name,region,type,song_tracknum,source,url_recode,format (Harvard only),cost,notes,url_orig,source_first,widesample,deepsample,wideonly,deeponly,both,comments,family_name,language,dialect,level,culture listed?,culture,culture standardized,clade,family_code,prev_glottocode1,prev_glottocode2,prev_agree,pre_common_subfamily,pre_common_family,iso,type_secondary,unpublished,collector_name,collector_affil,collector_email,song_reason,song_label,song_info,song_lyrics,song_morenotes,audible_singer,easyhear,access,morenotes,ts,annotator
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0652.wav,"From Beneath the Mountains, from Beneath a Stone",Eastern Europe,Procession,NA,ACE archive,http://research.culturalequity.org/rc-b2/get-audio-detailed-recording.do?recordingId=25656,,,Global jukebox link: http://media.theglobaljukebox.org/audio/T5463R27.mp3,https://theglobaljukebox.org/?share=Bryanskaya%20Ob.-T5463R27,Global Jukebox,0,1,0,1,0,,#REF!,russ1263,,#REF!,,Russian (Bryanskaya Ob.),Russian,balt1263,#REF!,russ1263,russ1263,yes,yes,yes,rus,wedding,No,,,,The song is identified as such in its title or label,"Wedding song //GLOBAL JUKEBOX, CODING ID 3509 RELEVANT INFORMATION IN THE GENRE AND DESCRIPTION SECTION//",NA,NA,,Yes,5,Yes,,4/29/2018 16:35:55,DIS
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0653.wav,At Our Place Early in the Morning,Eastern Europe,Procession,NA,ACE archive,http://research.culturalequity.org/rc-b2/get-audio-detailed-recording.do?recordingId=25657,,,Global jukebox link: http://media.theglobaljukebox.org/audio/T5463R28.mp3,https://theglobaljukebox.org/?share=Kursk%20Ob.-T5463R28,Global Jukebox,0,1,0,1,0,,#REF!,russ1263,,#REF!,,Russian (Kursk Ob.),Russian,balt1263,#REF!,russ1263,russ1263,yes,yes,yes,rus,wedding,No,,,,The song is identified as such in its title or label,"Wedding song //GLOBAL JUKEBOX, CODING ID 4116 RELEVANT INFORMATION IN THE GENRE AND DESCRIPTION SECTION//",NA,NA,,Yes,5,Yes,,1/5/18 7:16,DIS
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0654.wav,The Bride's March to the Altar,Eastern Europe,Procession,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5463R12.mp3,,,,https://theglobaljukebox.org/?share=Samara%20Ob.-T5463R12,Global Jukebox,0,1,0,1,0,,#REF!,russ1263,,#REF!,,Russian (Samara Ob.),Russian,balt1263,#REF!,russ1263,russ1263,yes,yes,yes,rus,wedding,No,,,,The song is identified as such in its title or label,"Wedding song; processional music //GLOBAL JUKEBOX, CODING ID 537 RELEVANT INFORMATION IN THE GENRE AND DESCRIPTION SECTION//",NA,NA,,Yes,4,Yes,,4/29/2018 16:25:19,DIS
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0655.wav,A Child Goes Through The Town,Eastern Europe,Story,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5463R33.mp3,,,,https://theglobaljukebox.org/?share=Samara%20Ob.-T5463R33,Global Jukebox,0,1,0,1,0,,#REF!,russ1263,,#REF!,,Samara Ob.,Russian,balt1263,#REF!,russ1263,russ1263,yes,yes,yes,rus,No secondary function,No,,,,The song is identified as such in its title or label,"Historical song //GLOBAL JUKEBOX, CODING ID 3414 RELEVANT INFORMATION IN THE GENRE AND DESCRIPTION SECTION//",NA,NA,,Yes,5,Yes,,4/29/2018 16:30:39,DIS
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0656.wav,"A While, We Take It Again",Eastern Europe,Work,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5463R21.mp3,,,"Appear to be two separate songs on ACE: ""A While"": http://research.culturalequity.org/rc-b2/get-audio-detailed-recording.do?recordingId=25644 /// ""We Take It Again"": http://research.culturalequity.org/rc-b2/get-audio-detailed-recording.do?recordingId=25647",https://theglobaljukebox.org/?share=Kirovskaya%20Ob.-T5463R21,Global Jukebox,0,1,0,1,0,,#REF!,russ1263,,#REF!,,Russian (Kirovskaya Ob.),Russian,balt1263,#REF!,russ1263,russ1263,yes,yes,yes,rus,No secondary function,No,,,,The song is identified as such in its title or label,"Work song of the timber-raft workers //GLOBAL JUKEBOX, CODING ID 3415 RELEVANT INFORMATION IN THE GENRE AND DESCRIPTION SECTION//",NA,NA,,Yes,5,Yes,,4/29/2018 15:55:44,DIS
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0657.wav,A Moment,Eastern Europe,Work,NA,ACE archive,http://research.culturalequity.org/rc-b2/get-audio-detailed-recording.do?recordingId=25642,,,Global jukebox link: http://media.theglobaljukebox.org/audio/T5463R19.mp3,https://theglobaljukebox.org/?share=Kirovskaya%20Ob.-T5463R19,Global Jukebox,0,1,0,1,0,,#REF!,russ1263,,#REF!,,Russian (Kirovskaya Ob.),Russian,balt1263,#REF!,russ1263,russ1263,yes,yes,yes,rus,No secondary function,No,,,,The song is identified as such in its title or label,"Work song; hauling song //GLOBAL JUKEBOX, CODING ID 4024 RELEVANT INFORMATION IN THE GENRE AND DESCRIPTION SECTION//",NA,NA,,Yes,6,Yes,,4/29/2018 15:57:47,DIS
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0658.wav,Chastushka and dancing songs to the accompaniment of harmonica,Eastern Europe,Dance,N/A,British Library,https://sounds.bl.uk/World-and-traditional-music/Vanishing-voices-from-the-Uralic-world/025M-CEAP3470061A-01XXV0,,,,https://sounds.bl.uk/World-and-traditional-music/Vanishing-voices-from-the-Uralic-world/025M-CEAP3470061A-01XXV0,British Library,1,0,1,0,0,,#REF!,udmu1245,sout2681,#REF!,,Udmurt,Udmurt,,#REF!,sout2681,udmu1245,no,yes,yes,,Chastushka (high beat frequency),No,,,,The song is identified as such in its title or label,"Dancing Song //BRITISH LIBRARY, VANISHING VOICES FROM RUSSIA & EASTERN EUROPE, SHELF MARK CEAP347/23/3/1//",N/A,N/A,,Yes,5,Yes,,2/27/2018 17:20:13,ERA
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0659.wav,Lyrical (love) song “You were also young…”.,Eastern Europe,Love,NA,British Library,https://sounds.bl.uk/World-and-traditional-music/Vanishing-voices-from-the-Uralic-world/025M-CEAP3470122A-05XXV0,,,,https://sounds.bl.uk/World-and-traditional-music/Vanishing-voices-from-the-Uralic-world/025M-CEAP3470122A-05XXV0,British Library,1,0,1,0,0,,#REF!,udmu1245,,#REF!,,Udmurt,Udmurt,,#REF!,udmu1245,udmu1245,yes,yes,yes,udm,No secondary function,No,,,,The song is identified as such in its title or label,"Lyrical (love) song //BRITISH LIBRARY, VANISHING VOICES FROM RUSSIA &EASTERN EUROPE, SHELF MARK CEAP347/212/12/2//",NA,NA,,Yes,5,Yes,,7/10/18 7:35,DIS
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0660.wav,"Counting verse; lullaby song ""Be asleep, be asleep, my baby…"".",Eastern Europe,Lullaby,N/A,British Library,https://sounds.bl.uk/World-and-traditional-music/Vanishing-voices-from-the-Uralic-world/025M-CEAP3470625A-03XXV0,,,,https://sounds.bl.uk/World-and-traditional-music/Vanishing-voices-from-the-Uralic-world/025M-CEAP3470625A-03XXV0,British Library,1,0,1,0,0,,#REF!,udmu1245,sout2681,#REF!,,Udmurt,Udmurt,,#REF!,sout2681,udmu1245,no,yes,yes,,No secondary function,No,,,,The song is identified as such in its title or label,"Lullaby //BRITISH LIBRARY, VANISHING VOICES FROM RUSSIA &EASTERN EUROPE, SHELF MARK CEAP347/240/1/3//",N/A,N/A,"British Library-->Vanishing voices from Russia & Eastern Europe-->Counting verse; lullaby song ""Be asleep, be asleep, my baby…"".",Yes,6,Yes,,2/27/2018 17:26:55,ERA
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0661.wav,"Funeral song of the Northern Udmurts ""Eh, ben, eh, ben ug…"".",Eastern Europe,Mourning,NA,British Library,https://sounds.bl.uk/World-and-traditional-music/Vanishing-voices-from-the-Uralic-world/025M-CEAP3470583A-11XXV0,,,,https://sounds.bl.uk/World-and-traditional-music/Vanishing-voices-from-the-Uralic-world/025M-CEAP3470583A-11XXV0,British Library,1,0,1,0,0,,#REF!,udmu1245,sout2681,#REF!,,Udmurt,Udmurt,,#REF!,sout2681,udmu1245,no,yes,yes,,No secondary function,No,,,,The song is identified as such in its title or label,"Funeral song //BRITISH LIBRARY, VANISHING VOICES FROM RUSSIA &EASTERN EUROPE, SHELF MARK CEAP347/226/8/11//",NA,NA,,Yes,6,Yes,,5/21/2018 4:58:18,DIS
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0662.wav,"Children's Game ""I lived at masters…""",Eastern Europe,Play,N/A,British Library,https://sounds.bl.uk/World-and-traditional-music/Vanishing-voices-from-the-Uralic-world/025M-CEAP3470563B-10XXV0,,,,https://sounds.bl.uk/World-and-traditional-music/Vanishing-voices-from-the-Uralic-world/025M-CEAP3470563B-10XXV0,British Library,1,0,1,0,0,,#REF!,udmu1245,sout2681,#REF!,,Udmurt,Udmurt,,#REF!,sout2681,udmu1245,no,yes,yes,,No secondary function,No,,,,The song is identified as such in its title or label,"Children's Play Song //BRITISH LIBRARY, VANISHING VOICES FROM RUSSIA &EASTERN EUROPE, SHELF MARK CEAP347/223/2/10//",N/A,N/A,,Yes,6,Yes,,2/27/2018 17:32:46,ERA
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0663.wav,"Game ""Uncle Trifon has seven children..""; Song singing and playing in a ring ""We sowed millet…"".",Eastern Europe,Play,NA,British Library,https://sounds.bl.uk/World-and-traditional-music/Vanishing-voices-from-the-Uralic-world/025M-CEAP3470382A-13XXV0,,,,https://sounds.bl.uk/World-and-traditional-music/Vanishing-voices-from-the-Uralic-world/025M-CEAP3470382A-13XXV0,British Library,1,0,1,0,0,,#REF!,udmu1245,,#REF!,,Udmurt,Udmurt,,#REF!,udmu1245,udmu1245,yes,yes,yes,udm,No secondary function,No,,,,The song is identified as such in its title or label,"Game, Song singing and playing in a ring //BRITISH LIBRARY, VANISHING VOICES FROM RUSSIA &EASTERN EUROPE, SHELF MARK CEAP347/147/7/13//",NA,NA,,Yes,6,Yes,,7/10/18 8:26,DIS
1,1,YFS,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0664.wav,The Lay of Cossack Golota,Eastern Europe,Story,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T9515R32.mp3,,,,https://theglobaljukebox.org/?share=Ukraine-T9515R32,Global Jukebox,0,1,0,1,0,,#REF!,ukra1253,,#REF!,,Ukrainian,Ukrainian,balt1263,#REF!,ukra1253,ukra1253,yes,yes,yes,ukr,No secondary function,No,,,,The song is identified as such in its title or label,"Ballad //GLOBAL JUKEBOX, CODING ID 9340 RELEVANT INFORMATION IN THE GENRE SECTION//",NA,NA,,Yes,6,Yes,,1/5/18 8:17,DIS
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0665.wav,"Oh, Once More",Eastern Europe,Work,NA,ACE archive,http://research.culturalequity.org/rc-b2/get-audio-detailed-recording.do?recordingId=25646,,,Global jukebox link: http://media.theglobaljukebox.org/audio/T5463R20.mp3,https://theglobaljukebox.org/?share=Mari-T5463R20,Global Jukebox,1,0,1,0,0,,#REF!,west2392,,#REF!,,Mari,Mari,,#REF!,mari1278,mari1278,yes,yes,yes,chm,No secondary function,No,,,,The song is identified as such in its title or label,"Work song of timber rafts workers, when they haul logs out of the water //GLOBAL JUKEBOX, CODING ID 3505 RELEVANT INFORMATION IN THE GENRE AND DESCRIPTION SECTION//",NA,NA,,Yes,4,Yes,,4/29/2018 16:17:34,DIS
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0666.wav,Ramkokomekrá 3,Eastern South America,Dance,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5403R40.mp3,,,,http://media.theglobaljukebox.org/audio/T5403R40.mp3,Global Jukebox,1,0,1,0,0,,#REF!,cane1242,,#REF!,,"Canela as established by D-Place search, here is full information from Global Jukebox: ""Culture: Canela Krahô Alt. Names: Canela Kraho; Canela-Krajó; Krajo; Ramcocamecra; Timbira; Canella"" //GLOBAL JUKEBOX CULTURE FIELD//",Canela Kraho,,#REF!,cane1242,cane1242,yes,yes,yes,ram,Social dance; animal song //GENRE FIELD IN GLOBAL JUKEBOX//,No,,,,The song is identified as such in its title or label,"Social dance; dance song; animal song //GLOBAL JUKEBOX CODING ID 3242, GENRE FIELD IN GLOBAL JUKEBOX INFORMATION//","The Jê speaking Krahó live in four villages in the open savannah a few hundred miles from the Tocantins R., an Amazon tributary. They have groups of songs, with 30-40 individual songs from which a dance leader may choose 20 or so; he may then repeat the series. //GLOBAL JUKEBOX CODING ID 3242 PEOPLE/CULTURE FIELD//",NA,NA,Yes,5,Yes,,6/25/2018 19:26:24,JBA
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0667.wav,Feast of the Dead,Eastern South America,Mourning,NA,CREM,https://archives.crem-cnrs.fr/archives/items/CNRSMH_E_1957_011_001_001_13/,,,,http://media.theglobaljukebox.org/audio/T5403R87.mp3,Global Jukebox,1,0,1,0,0,,#REF!,kain1272,,#REF!,,"Listed in source as ""Kaingang"", D-Place search reveals that this is an alternate name for the Aweikoma people, but specifically notes that today the Aweikoma and Kaingang are considered two different groups //LINK TO D-PLACE SEARCH: https://d-place.org/society/B50//",Kaingang,,#REF!,xokl1240,kain1272,no,yes,yes,xok,No secondary function,No,,,,The song is identified as such in its title or label,"Genre: ""For the dead; feast song"" Description: ""Song honoring the dead; sung during April"" //GLOBAL JUKEBOX CODING ID 797, INFORMATION FOUND IN THE GENRE AND DESCRIPTION FIELDS RESPECTIVELY//","Nothing beyond the genre, description, and culture information. Culture information didn't directly inform classification decision",NA,,Yes,4,Yes,,6/17/2018 21:42:53,JBA
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0668.wav,Lullaby,Eastern South America,Lullaby,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5403R59.mp3,,,,https://theglobaljukebox.org/?share=Karaj%C3%A1-T5403R59,Global Jukebox,1,0,1,0,0,,#REF!,kara1500,,#REF!,,Karajá,Karaja,,#REF!,kara1500,kara1500,yes,yes,yes,kpj,No secondary function,No,,,,The song is identified as such in its title or label,Lullaby //SOURCE: Global Jukebox Coding ID 3492//,NA,NA,,Yes,4,Yes,,12/31/2018 16:05:12,TTI
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0669.wav,Lullaby,Eastern South America,Lullaby,NA,Folkways track download,https://folkways.si.edu/mother-and-child/javahe-lullaby-song-mother-and-child/american-indian-world/music/track/smithsonian,,$0.99,,https://theglobaljukebox.org/?share=Karaj%C3%A1-T5403R52,Global Jukebox,1,0,1,0,0,,#REF!,kara1500,,#REF!,,Karajá,Karaja,,#REF!,kara1500,kara1500,yes,yes,yes,kpj,No secondary function,No,http://www.folkways.si.edu/TrackDetails.aspx?itemid=13902,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Lullaby //SOURCE: Global Jukebox Coding ID 3610//,Lullaby sung by mother to her child //SOURCE: Global Jukebox Coding ID 3610//,NA,,Yes,6,Yes,,12/31/2018 16:08:03,TTI
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0670.wav,Mourning of a Young Widow,Eastern South America,Mourning,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5403R60.mp3,,,,https://theglobaljukebox.org/?share=Karaj%C3%A1-T5403R60,Global Jukebox,1,0,1,0,0,,#REF!,kara1500,,#REF!,,Karajá,Karaja,,#REF!,kara1500,kara1500,yes,yes,yes,kpj,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Mourning song //SOURCE: Global Jukebox Coding ID 3493//,"Woman sings softly and tells her sad story, embellishing her husband's qualities and pronouncing his name; often repeated after a year or more, suddenly, when she remembers him //SOURCE: Global Jukebox Coding ID 3493//",NA,,Yes,4,Yes,,12/31/2018 16:12:11,TTI
1,1,JSL,0,1,0,0,0,0,0,0,0,0,0,0,0,,Sakatsuegï in NAS; 3 others (all Itauguegï) left to use if needed,https://ailla.utexas.org/islandora/object/ailla%3A125977,Access restricted. Write to see if we can get rights,NHS2-0671a.wav,Sakatsuegï,Eastern South America,Story,NA,Various archives/libraries,https://ailla.utexas.org/islandora/object/ailla%3A125977,,,,https://ailla.utexas.org/islandora/object/ailla%3A125977,AILLA,1,0,1,0,0,,#REF!,kuik1246,,#REF!,,Kuikuru,Kuikuru,,#REF!,kuik1246,kuik1246,yes,yes,yes,kui,No secondary function,No,,,,The song is identified as such in its title or label,"Genre: Song, Narrative //AILLA: HOME » COLLECTIONS » KALAPALO COLLECTION OF ELLEN BASSO » ITAUGUEGÏ & SAKATSUEGÏ//",NA,NA,,Yes,,No,"Access Level 2: According to AILLA, ""This type of restriction is reserved for (1) materials that are under curation (by AILLA, by the depositor, or by the depositor's delegate) and (2) materials that must remain restricted for various reasons that must be justified. Level 2 restricted access must be renegotiated with AILLA every five years. (AILLA will contact the depositor at the appropriate time.) If not renegotiated, access levels will be determined by the archive. For extremely sensitive information that must be guarded indefinitely, the depositor must either (1) establish a succession plan for who will make decisions about the materials after his/her death or (2) reconsider if those materials should even be added to the archive.""",12/15/2018 18:17:16,AHS
1,1,JSL,0,1,0,0,0,0,0,0,0,0,0,0,0,,Sakatsuegï in NAS; 3 others (all Itauguegï) left to use if needed,https://ailla.utexas.org/islandora/object/ailla%3A125977,Access restricted. Write to see if we can get rights,NHS2-0671b.wav,Itauguegï 1,Eastern South America,Story,NA,Various archives/libraries,https://ailla.utexas.org/islandora/object/ailla%3A125977,,,,https://ailla.utexas.org/islandora/object/ailla%3A125977,AILLA,1,0,1,0,0,,#REF!,kuik1246,,#REF!,,Kuikuru,Kuikuru,,#REF!,kuik1246,kuik1246,yes,yes,yes,kui,No secondary function,No,,,,The song is identified as such in its title or label,"Genre: Song, Narrative //AILLA: HOME » COLLECTIONS » KALAPALO COLLECTION OF ELLEN BASSO » ITAUGUEGÏ & SAKATSUEGÏ//",NA,NA,,Yes,,No,"Access Level 2: According to AILLA, ""This type of restriction is reserved for (1) materials that are under curation (by AILLA, by the depositor, or by the depositor's delegate) and (2) materials that must remain restricted for various reasons that must be justified. Level 2 restricted access must be renegotiated with AILLA every five years. (AILLA will contact the depositor at the appropriate time.) If not renegotiated, access levels will be determined by the archive. For extremely sensitive information that must be guarded indefinitely, the depositor must either (1) establish a succession plan for who will make decisions about the materials after his/her death or (2) reconsider if those materials should even be added to the archive.""",12/15/2018 18:17:16,AHS
1,1,JSL,0,1,0,0,0,0,0,0,0,0,0,0,0,,Sakatsuegï in NAS; 3 others (all Itauguegï) left to use if needed,https://ailla.utexas.org/islandora/object/ailla%3A125977,Access restricted. Write to see if we can get rights,NHS2-0671c.wav,Itauguegï 2,Eastern South America,Story,NA,Various archives/libraries,https://ailla.utexas.org/islandora/object/ailla%3A125977,,,,https://ailla.utexas.org/islandora/object/ailla%3A125977,AILLA,1,0,1,0,0,,#REF!,kuik1246,,#REF!,,Kuikuru,Kuikuru,,#REF!,kuik1246,kuik1246,yes,yes,yes,kui,No secondary function,No,,,,The song is identified as such in its title or label,"Genre: Song, Narrative //AILLA: HOME » COLLECTIONS » KALAPALO COLLECTION OF ELLEN BASSO » ITAUGUEGÏ & SAKATSUEGÏ//",NA,NA,,Yes,,No,"Access Level 2: According to AILLA, ""This type of restriction is reserved for (1) materials that are under curation (by AILLA, by the depositor, or by the depositor's delegate) and (2) materials that must remain restricted for various reasons that must be justified. Level 2 restricted access must be renegotiated with AILLA every five years. (AILLA will contact the depositor at the appropriate time.) If not renegotiated, access levels will be determined by the archive. For extremely sensitive information that must be guarded indefinitely, the depositor must either (1) establish a succession plan for who will make decisions about the materials after his/her death or (2) reconsider if those materials should even be added to the archive.""",12/15/2018 18:17:16,AHS
1,1,JSL,0,1,0,0,0,0,0,0,0,0,0,0,0,,Sakatsuegï in NAS; 3 others (all Itauguegï) left to use if needed,https://ailla.utexas.org/islandora/object/ailla%3A125977,Access restricted. Write to see if we can get rights,NHS2-0671d.wav,Itauguegï 3,Eastern South America,Story,NA,Various archives/libraries,https://ailla.utexas.org/islandora/object/ailla%3A125977,,,,https://ailla.utexas.org/islandora/object/ailla%3A125977,AILLA,1,0,1,0,0,,#REF!,kuik1246,,#REF!,,Kuikuru,Kuikuru,,#REF!,kuik1246,kuik1246,yes,yes,yes,kui,No secondary function,No,,,,The song is identified as such in its title or label,"Genre: Song, Narrative //AILLA: HOME » COLLECTIONS » KALAPALO COLLECTION OF ELLEN BASSO » ITAUGUEGÏ & SAKATSUEGÏ//",NA,NA,,Yes,,No,"Access Level 2: According to AILLA, ""This type of restriction is reserved for (1) materials that are under curation (by AILLA, by the depositor, or by the depositor's delegate) and (2) materials that must remain restricted for various reasons that must be justified. Level 2 restricted access must be renegotiated with AILLA every five years. (AILLA will contact the depositor at the appropriate time.) If not renegotiated, access levels will be determined by the archive. For extremely sensitive information that must be guarded indefinitely, the depositor must either (1) establish a succession plan for who will make decisions about the materials after his/her death or (2) reconsider if those materials should even be added to the archive.""",12/15/2018 18:17:16,AHS
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0672.wav,The broken jug and the origin of the birds,Eastern South America,Story,NA,Various archives/libraries,https://ailla.utexas.org/islandora/object/ailla%3A125038,,,,https://ailla.utexas.org/islandora/object/ailla:140091,AILLA,1,0,1,0,0,,#REF!,maca1260,,#REF!,,Mataco,Wichi,,#REF!,maca1260,maca1260,yes,yes,yes,mca,No secondary function,No,,,,The song is identified as such in its title or label,"""Story 8""; Genre: Song //AILLA: HOME » COLLECTIONS » ARGENTINIAN LANGUAGES COLLECTION OF ANA GERZENSTEIN » THE BROKEN JUG AND THE ORIGIN OF THE BIRDS//",NA,NA,,Yes,5,Yes,,12/14/2018 23:24:19,AHS
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0673.wav,Airs de la danse Wawapna,Eastern South America,Dance,NA,CREM,https://archives.crem-cnrs.fr/archives/items/CNRSMH_I_1979_052_002_01/,,,,https://archives.crem-cnrs.fr/archives/items/CNRSMH_I_1979_052_002_01/,CREM,1,0,1,0,0,,#REF!,pali1279,,#REF!,,Palikur; not listed on eHRAF,Palikur,,#REF!,pali1279,pali1279,yes,yes,yes,plu,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Airs de la danse Wawapna //TITLE ON CREM CODE: CNRSMH_I_1979_052_002_01//,"""Palikur arawak. Prédominance de femmes. Airs de la danse wawapna - danse de la makara)."" // ETHNOGRAPHIC CONTEXT ON CREM CODE: CNRSMH_I_1979_052_002_01//",NA,,Yes,5,Yes,"Culture may be Carib. As per Wikipedia, ""The Palikur people are also known as the...Karipúna-Palikúr,"" and on eHRAF (Kariphuna) is identified as ""Island Carib."" However, the location is in the French Guinea/Guyana region, so this may just be a different Carib culture (https://en.wikipedia.org/wiki/Palikur)",3/1/19 21:01,AHS
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0676.wav,Musiqueada jazmin guype,Eastern South America,Love,"Side 1, Track 3",NHS 1.0,,,,,http://id.lib.harvard.edu/aleph/012096982/catalog,NHS 1.0,1,0,1,0,0,,#REF!,para1319,,#REF!,,Guarani,Guarani,,#REF!,mawe1252,.,no,.,.,,,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",2,2,NA,,,,,,9/4/18 18:44,SAM
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0677.wav,"Danse D'Une Possedee, Fille De Shango",Eastern South America,Dance,NA,CREM,https://archives.crem-cnrs.fr/archives/items/CNRSMH_E_1957_012_001_001_10/,,,Audio is slightly different from global jukebox: GJ has English narration over it,http://media.theglobaljukebox.org/audio/T9505R12.mp3,Global Jukebox,0,1,0,1,0,,#REF!,port1283,,#REF!,,"This entry also has Salvador as the primary name but the alternate name is Bahia, and the description refers to the people as Salvador da Bahia, and D-Place has an entry only on the ""Bahia Brazilians""",Bahia Brazilian ,ital1284,#REF!,stan1288,port1283,no,yes,yes,spa,No secondary function,No,,,,The song is identified as such in its title or label,"""Shango song; possession song; dance song"" //GLOBAL JUKEBOX CODING ID 9156, IN GENRE FIELD//","""Possession dance by a daughter of Shango"" //GLOBAL JUKEBOX CODING ID 9156, IN DESCRIPTION FIELD//",NA,,Yes,5,Yes,,6/17/2018 21:26:02,JBA
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0678.wav,Samba urbano,Eastern South America,Dance,"Side 2, Track 1",NHS 1.0,,,,,http://www.worldcat.org/oclc/66086284,NHS 1.0,0,1,0,1,0,,#REF!,port1283,braz1246,#REF!,,Bahia Brazilians,Bahia Brazilian,ital1284,#REF!,braz1246,port1283,no,yes,yes,,,No,,,,,1,5,8,,,,,,1/2/18 18:09,SAM
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0679.wav,Marajó já teve fama,Eastern South America,Healing,Track 8,Folkways track download,https://folkways.si.edu/satiro-ferreira-de-barros/marajo-ja-teve-fama/world/music/track/smithsonian,,$0.99,,https://folkways.si.edu/the-discoteca-collection-missao-de-pesquisas-folcloricas/world/music/album/smithsonian,Smithsonian Folkways,0,1,0,1,0,,#REF!,port1283,braz1246,#REF!,,Belém,Belem,ital1284,#REF!,braz1246,braz1246,yes,yes,yes,,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"This curing ritual ... During the healing ceremony, the pajé sits next to a table covered with a white cloth and the ritual objects used in curing his clients ... The pajé sings and invokes spirits known as mestres de cura, or curing masters. In Belém, where these pajelança songs were recorded... //SOURCE: Smithsonian Folkways liner notes for The Discoteca Collection: Missão de Pesquisas Folclóricas, page 5//",NA,,Yes,5,Yes,,12/31/2018 2:20:22,TTI
